Customer ID,Loan Sanction Amount (USD)
C-38242,84846.305
C-49368,26436.553
C-19078,40204.258
C-478,189.94487
C-26659,10488.312
C-42260,-137.32896
C-37937,104942.98
C-21229,57.858852
C-2289,86182.93
C-456,155170.75
C-23319,28441.059
C-29300,36651.652
C-31671,49339.344
C-36096,42125.81
C-41394,199832.25
C-47320,280.9413
C-3632,58631.445
C-11832,630.78204
C-44435,1658.6127
C-2921,22347.266
C-20027,273.26794
C-17633,6955.3623
C-44933,419.2117
C-19347,39589.625
C-34203,49465.527
C-19587,45443.508
C-4887,28297.256
C-38288,17343.664
C-38271,36620.293
C-240,15157.877
C-24973,21185.422
C-34789,216274.19
C-27709,71251.24
C-44521,63068.97
C-23220,27939.045
C-29642,28914.516
C-33169,18111.19
C-15374,58932.26
C-43794,518.408
C-3461,38952.58
C-2006,5224.253
C-41943,-0.3793795
C-11007,28364.783
C-5373,31079.71
C-20936,78266.2
C-35044,-961.4995
C-27802,91422.7
C-18403,19606.988
C-30884,49550.504
C-29422,53617.992
C-45520,25.150867
C-27350,70.14826
C-19638,120930.55
C-48095,157.7857
C-36145,6792.564
C-28448,92525.36
C-23478,53711.84
C-4775,97078.48
C-9746,17264.955
C-15669,25750.795
C-41880,27445.053
C-41334,63331.465
C-18636,25214.418
C-11230,19527.488
C-49751,376.0631
C-14658,63263.863
C-43712,369.36017
C-35046,26675.162
C-44850,101.79642
C-5403,98.427025
C-3083,89387.49
C-40233,55746.254
C-2052,24246.326
C-19732,206.85193
C-3615,50762.105
C-44865,714.27374
C-36958,74023.52
C-10092,21023.354
C-30739,126558.66
C-9435,31918.713
C-15560,-329.65524
C-18892,18081.805
C-23921,307.72403
C-3635,30609.352
C-43859,111.658485
C-21250,15.626175
C-36226,75524.96
C-8672,77839.22
C-19714,46578.375
C-4012,68878.24
C-3208,58905.066
C-41885,23817.617
C-49668,626.5242
C-11849,29732.195
C-39657,111.30214
C-11955,219654.44
C-8083,24317.484
C-23632,8439.237
C-14943,20241.969
C-16911,28802.486
C-14893,86192.91
C-33887,13318.42
C-43489,60300.43
C-16106,16192.4795
C-49030,-6.4565096
C-22627,65594.99
C-39402,45376.7
C-4200,138477.84
C-43087,-749.7909
C-17193,11752.526
C-21122,70613.34
C-9494,58112.566
C-4172,29275.605
C-36366,84652.28
C-26315,45308.934
C-45717,9.8889065
C-42104,118673.23
C-11893,35769.668
C-41752,104.91342
C-35345,54419.895
C-6955,58500.004
C-2133,126872.555
C-17197,96139.62
C-22284,21185.758
C-4670,12.540998
C-11254,48398.04
C-17353,41763.945
C-14462,48620.176
C-15767,148046.78
C-47772,2359.9436
C-8093,61963.08
C-35305,73.49877
C-49863,-622.9109
C-41753,38032.48
C-43504,24622.344
C-3701,13585.484
C-35376,42668.227
C-45012,772.34845
C-43555,37047.66
C-36480,36181.555
C-33989,22347.49
C-7724,-128.19347
C-7168,51108.742
C-34608,17597.58
C-42697,68.873024
C-33996,17387.877
C-43481,80470.58
C-48795,-633.00714
C-37435,34393.79
C-17386,139.85933
C-29610,58.165813
C-701,61.156204
C-8535,85107.86
C-21390,2188.3708
C-10155,47550.63
C-18085,21916.916
C-36588,55165.85
C-11647,67769.734
C-46933,2246.2275
C-664,423.54205
C-19349,24492.678
C-45718,685.2869
C-200,226.24612
C-13991,33739.906
C-22690,77.831314
C-12344,9482.805
C-16466,18418.418
C-4116,65932.4
C-39022,35468.625
C-37606,23667.768
C-15295,15624.945
C-3847,27638.424
C-27222,120684.28
C-35860,21584.65
C-26947,24208.41
C-31352,67597.12
C-32340,34442.746
C-4224,57335.676
C-19878,119998.8
C-6860,9718.983
C-34819,17797.545
C-408,45745.81
C-6778,25160.05
C-36671,72600.7
C-11698,64291.52
C-48617,-673.4999
C-34094,38355.95
C-43905,322.77246
C-45569,125531.984
C-40894,36245.98
C-36070,36546.277
C-36578,14746.482
C-34820,64285.504
C-5206,85612.68
C-4179,68893.49
C-44298,344.17313
C-27994,129012.695
C-47405,389.8506
C-45220,143.34315
C-29064,68831.7
C-7063,49206.785
C-30256,67536.27
C-8521,67031.58
C-20980,23535.648
C-26454,5.724831
C-3480,32650.68
C-33168,55247.84
C-35840,49241.51
C-19967,63891.48
C-17824,67086.39
C-48207,46590.082
C-38463,21452.934
C-49969,-12.44663
C-25422,24136.176
C-49558,156.8769
C-43002,37562.508
C-6468,98886.85
C-43060,8307.552
C-5886,15258.317
C-24678,107863.984
C-9232,86430.336
C-22026,61361.254
C-49738,1435.0682
C-21674,19721.174
C-24595,95900.76
C-49156,1165.1719
C-8301,79249.8
C-10628,46509.61
C-26992,37568.816
C-31200,160.96492
C-36118,19253.459
C-18951,26865.084
C-13697,6.6901784
C-2463,55621.992
C-47360,367.31564
C-636,42481.21
C-36176,68007.19
C-48921,28.264696
C-22950,154111.02
C-17720,103280.74
C-36032,62.259304
C-24780,19731.166
C-6863,67489.16
C-3036,72861.95
C-34837,45881.27
C-38775,46425.367
C-37333,81169.086
C-36100,116136.59
C-33851,99.96717
C-7450,12367.811
C-26972,107543.25
C-13772,5819.323
C-6987,12163.517
C-45909,110706.51
C-9219,46228.07
C-99,92673.664
C-11540,33982.363
C-23157,228.562
C-23396,122147.27
C-31667,44180.867
C-31237,57903.26
C-19936,24136.55
C-37975,22932.947
C-18871,23262.613
C-46959,67233.93
C-20042,48399.35
C-49535,-9.000386
C-24664,52342.504
C-736,140430.17
C-44108,310.86957
C-3132,262.2701
C-27454,24717.697
C-33976,49.839424
C-45329,22.294891
C-17062,11641.985
C-41773,5.6970243
C-9932,49564.05
C-16485,14320.146
C-18484,92524.94
C-33150,85981.39
C-4545,95265.35
C-25551,34714.81
C-22964,47.406853
C-34832,38204.207
C-31453,63199.44
C-33090,52126.496
C-48349,25190.295
C-28962,15089.026
C-10489,65190.402
C-26841,22134.457
C-28538,90774.69
C-10900,42606.016
C-5513,-7.2743793
C-24972,48855.293
C-6606,25578.195
C-49884,58255.8
C-14267,11354.042
C-13408,92707.336
C-7623,139827.67
C-23794,24682.15
C-8199,77671.43
C-1167,26323.125
C-38413,53389.9
C-19381,63727.934
C-2661,982.2145
C-25857,97451.445
C-13804,17262.754
C-28358,43749.336
C-36940,125785.73
C-10564,19606.98
C-30662,48424.734
C-10471,20638.09
C-12891,98855.586
C-8350,15349.825
C-33365,67614.28
C-44092,78092.14
C-45063,-15.402521
C-266,25763.338
C-33374,65317.715
C-31838,40203.914
C-10762,123415.875
C-8487,57390.97
C-36863,18828.688
C-25478,12776.531
C-11585,37352.473
C-7746,51051.934
C-13629,41666.53
C-25553,110039.44
C-39889,59555.57
C-45884,45102.3
C-29544,114678.66
C-5440,71045.41
C-41953,963.21344
C-2784,9183.275
C-752,96148.62
C-25734,43839.266
C-22039,74711.05
C-10284,31274.148
C-5936,105983.33
C-13443,46728.812
C-15853,62840.797
C-10439,92022.22
C-39208,81220.664
C-6834,86482.88
C-4535,33906.723
C-18848,58342.496
C-16675,114078.055
C-46289,50204.945
C-12127,13957.544
C-38765,75433.24
C-7192,29993.357
C-44546,215.64445
C-37145,20682.676
C-6666,159.51857
C-19970,46464.41
C-41163,134.77312
C-31227,79090.91
C-29907,82966.13
C-14714,94473.516
C-49223,15.802335
C-29120,12069.097
C-35421,126206.96
C-23054,11.702683
C-39013,63896.387
C-49808,-427.87244
C-31482,93439.99
C-38123,66641.54
C-2301,46932.49
C-43471,147.16765
C-3714,65101.36
C-15991,72637.67
C-36217,36461.004
C-4343,30633.154
C-916,-7.79045
C-11460,101843.414
C-3337,64950.51
C-11810,21788.43
C-7690,30255.844
C-883,9071.233
C-29455,12491.606
C-26106,124639.01
C-41034,71325.86
C-22711,70.91027
C-49709,61638.688
C-26404,115757.305
C-5254,12.103838
C-42905,28625.062
C-28645,33064.082
C-19032,21271.016
C-46986,764.58014
C-14311,63443.16
C-28254,82032.64
C-9228,24831.283
C-31827,16313.149
C-47842,66.99388
C-6407,49376.465
C-552,53785.086
C-16908,126400.9
C-34026,115877.18
C-6192,20393.957
C-29559,100785.74
C-12279,69726.86
C-28519,32595.904
C-4208,26193.805
C-13479,40303.867
C-20172,101025.01
C-7251,49862.844
C-23110,23438.209
C-20551,6328.9
C-17721,92770.41
C-36132,162723.9
C-12457,77761.69
C-18228,81596.9
C-22317,153539.98
C-15402,26701.242
C-4460,-85.40563
C-43933,95542.57
C-29654,20856.445
C-43721,176.30711
C-6647,24085.016
C-12043,87001.55
C-8373,50474.37
C-15175,104425.44
C-47567,665.2682
C-14435,6315.317
C-40203,20682.14
C-29279,-13.872284
C-34503,18939.277
C-27323,82219.73
C-25125,58961.79
C-15185,13060.374
C-28965,25237.65
C-23876,47418.02
C-6530,71662.75
C-24763,76343.07
C-35709,29584.318
C-30556,15547.112
C-976,47956.07
C-28292,27017.293
C-25563,100414.45
C-11527,17973.469
C-22468,32733.418
C-3790,90857.734
C-15298,22013.014
C-49570,336.76025
C-25055,30121.38
C-24237,155.0535
C-21550,52225.727
C-5067,89575.66
C-40139,39764.336
C-18122,16134.189
C-46471,114513.28
C-42322,78.1859
C-41152,124381.914
C-33244,30511.71
C-7044,45085.89
C-33719,23858.541
C-25570,75266.67
C-27913,46490.246
C-41779,17627.701
C-19610,86548.38
C-11977,43516.12
C-24708,59481.555
C-27805,36487.523
C-30822,12956.245
C-24131,50639.855
C-13352,15407.701
C-36119,29000.479
C-8972,103998.04
C-21714,56187.832
C-46882,32315.531
C-14849,34379.582
C-44614,107050.49
C-20113,66339.45
C-18509,95614.93
C-1604,19805.203
C-46613,52210.297
C-4427,120530.914
C-567,47957.99
C-30339,26891.943
C-14457,50793.906
C-10849,97375.22
C-44560,394.65073
C-10925,20060.016
C-17201,-1397.378
C-17448,30381.344
C-10082,69400.88
C-5770,120381.38
C-42743,109616.26
C-41965,189.62622
C-31665,28971.14
C-28416,51472.855
C-10236,25807.14
C-3568,16551.816
C-14515,23006.393
C-1783,21620.264
C-17177,50281.99
C-20402,87142.84
C-44316,27997.51
C-1749,90344.836
C-11642,37763.527
C-5198,13526.464
C-23992,39209.035
C-8430,66077.22
C-12502,72055.14
C-27220,26114.19
C-11004,105.91959
C-41839,63600.324
C-45219,415.78806
C-2761,88495.73
C-6132,71001.33
C-47531,44656.34
C-27281,49774.168
C-32152,15.036092
C-3875,64708.164
C-20696,26857.887
C-25710,13825.162
C-40456,53825.45
C-31778,66087.71
C-40549,70954.53
C-19803,25649.605
C-28360,60929.746
C-7152,46600.12
C-48519,65336.47
C-6025,78915.17
C-42131,386.54147
C-7502,78001.89
C-34368,62872.406
C-40323,60.57417
C-49006,752.40656
C-12305,69915.43
C-35253,162072.8
C-9109,-10.015452
C-15588,52872.984
C-23512,23400.459
C-24470,14457.5625
C-20750,30284.36
C-42692,438.85098
C-38179,18781.732
C-28406,95224.27
C-16900,77018.31
C-31601,43763.598
C-4104,39956.02
C-36839,22208.184
C-32064,27018.898
C-29863,108041.5
C-39931,234.90631
C-38039,63461.266
C-19711,65.9716
C-23848,53325.152
C-6098,61434.6
C-44675,873.7908
C-13634,53464.277
C-45605,70610.375
C-39006,44240.37
C-25099,89177.15
C-36385,17929.092
C-25049,115600.27
C-20556,12302.182
C-18831,75226.68
C-13861,20657.393
C-40898,93697.96
C-5574,115570.59
C-45499,1482.7568
C-18968,53109.01
C-27949,64082.043
C-31913,61474.855
C-20173,31888.627
C-581,24861.025
C-36257,66740.1
C-47210,237.10411
C-18992,109484.94
C-45975,15494.678
C-26576,8870.624
C-36775,14485.642
C-18649,23059.703
C-48465,685.0041
C-49220,25868.416
C-30160,26737.617
C-30357,107722.5
C-31071,131443.72
C-21290,71142.65
C-28843,29083.05
C-6520,89392.82
C-3,49622.08
C-3511,94419.18
C-36218,69057.09
C-8130,74743.58
C-34790,64814.418
C-26704,250374.25
C-11391,64141.094
C-29343,76.1049
C-9062,106016.45
C-36659,21618.43
C-20895,168690.78
C-11800,17362.568
C-23051,111465.25
C-37075,44778.16
C-48173,274.18616
C-26477,39909.31
C-46355,47.185974
C-25360,28966.236
C-9296,69643.88
C-16850,160485.08
C-39035,108607.664
C-24661,120478.29
C-43617,9141.586
C-14649,48288.62
C-17212,6712.95
C-29641,150544.12
C-14875,67190.98
C-15599,29161.047
C-10117,14943.995
C-30281,47001.293
C-38307,37766.027
C-3565,139610.64
C-37713,19345.06
C-17004,11868.069
C-1045,18646.643
C-26977,16.06277
C-22485,28399.025
C-15300,-573.8173
C-13362,90941.39
C-19396,78920.08
C-23451,98814.414
C-47655,2121.5134
C-46982,1645.9684
C-16022,48832.727
C-4965,143184.31
C-43600,400.9449
C-41276,78621.8
C-34538,-0.1400013
C-30416,14924.37
C-26348,116625.72
C-19872,84345.95
C-48690,76769.07
C-41790,92076.88
C-22010,96325.49
C-24001,95130.65
C-43549,49070.75
C-25945,127569.836
C-2085,61979.97
C-4268,51215.504
C-34666,36699.246
C-48885,109797.734
C-24656,60309.617
C-38705,16158.913
C-28708,53810.395
C-47357,16351.883
C-6182,48088.957
C-23537,87927.78
C-19378,10.253086
C-22908,64280.418
C-10575,6941.48
C-5732,155.0733
C-11981,114973.766
C-40800,93546.58
C-31926,37898.836
C-44656,747.621
C-29852,17963.83
C-8370,39594.625
C-465,64853.652
C-3745,94608.3
C-48779,52812
C-750,22788.758
C-40462,34034.7
C-14807,138322.14
C-16488,96858.2
C-5531,7.366834
C-20089,47734.8
C-15592,58402.535
C-7643,37117.5
C-45237,281.7384
C-14193,40.122845
C-31717,54154.016
C-10514,52142.016
C-3681,41952.21
C-16428,13940.84
C-6134,43522.246
C-44626,58031.207
C-10728,36644.125
C-12103,64380.67
C-16306,134010.08
C-15126,111470.36
C-42201,20616.998
C-6873,22218.998
C-6207,22938.318
C-33727,75193.52
C-47285,690.8763
C-9546,62255.152
C-15565,38845.54
C-10124,62.41058
C-4806,45001.63
C-41755,203.38431
C-28116,128150.195
C-30040,74083.87
C-29798,66.67879
C-27527,45103.69
C-35769,1.4459362
C-36093,177831.4
C-43919,-331.22287
C-35573,74855.914
C-42762,39857.03
C-48719,58155.754
C-38688,23.045483
C-5887,10472.654
C-11315,22900.803
C-49176,-366.45972
C-15878,21879.861
C-16417,76744.61
C-28160,9291.249
C-33567,38.577164
C-23369,46056.992
C-12209,9830.685
C-10979,16.87357
C-49102,62292.773
C-47930,36719.207
C-34957,18505.764
C-37420,22635.002
C-29449,18107.19
C-48177,458.7117
C-9749,24524.67
C-15172,43129.625
C-5983,40465.06
C-42631,864.36505
C-30280,52234.082
C-32889,47551.48
C-6502,11157.381
C-31975,21802.19
C-20041,26197.709
C-3647,12517.178
C-30504,66731.78
C-168,17517.777
C-28437,66350.69
C-22911,12376.789
C-5519,70481.78
C-46538,36045.574
C-49477,12363.372
C-9420,23703.97
C-1485,9.897361
C-18049,69733.43
C-26728,93837.164
C-4369,16670.951
C-3003,64.13166
C-5222,18729.564
C-10984,64.70209
C-10153,60446.58
C-34486,94323.01
C-22253,45334.41
C-14557,54991.957
C-27703,332.59012
C-48997,333.83835
C-35647,37.18876
C-6355,21697.33
C-26773,23701.166
C-16316,132978.05
C-21510,160975.14
C-20674,78078.38
C-10698,48292.625
C-11240,29817.352
C-38596,130130.52
C-23449,25404.664
C-22904,70088.55
C-4111,44306.89
C-35363,14613.439
C-18237,15104.075
C-41414,61223.86
C-36754,73.464195
C-48992,90447.45
C-3529,13266.306
C-32129,61427.633
C-21240,42104.29
C-28607,46731.926
C-49016,96.18116
C-47279,42.352943
C-29177,66926.09
C-6578,90702.5
C-283,92167.336
C-47446,215768.66
C-19094,66.76316
C-47877,-293.72833
C-31465,15418.567
C-3025,55721.254
C-16134,84396.69
C-9602,24586.088
C-37162,29247.207
C-44845,774.87933
C-31954,67789.414
C-33086,92813.95
C-34110,27081.387
C-16561,56973.562
C-17643,30329.227
C-3621,141411.61
C-27736,25106.498
C-14754,33376.203
C-38516,19855.818
C-42596,253.60728
C-40971,70343.99
C-42504,20892.979
C-17645,43557.55
C-5885,25632.15
C-28620,148073.97
C-42453,105771.65
C-687,42896.41
C-37864,76341.164
C-29723,64.68427
C-6181,99449.88
C-15616,199985.47
C-12242,80974.73
C-27479,43817.88
C-19840,78591.13
C-45270,77514.336
C-33309,78990.99
C-21656,77043.47
C-36959,67.723045
C-30333,65.950386
C-31971,21997.15
C-22586,125155.03
C-36509,118905.42
C-45439,45030.094
C-42789,22067.162
C-6931,120.78541
C-39221,18877.361
C-32927,160.3975
C-28489,45133.152
C-19753,42929.215
C-2518,60.540794
C-21616,84308.09
C-31349,172311.78
C-36536,78670.63
C-44736,134607.17
C-21518,18573.766
C-15649,54176.48
C-40366,20477.78
C-36808,63.111004
C-29722,14845.771
C-27800,81156.1
C-14988,78414.57
C-18982,48055.22
C-18069,27353.6
C-670,67036.164
C-17282,19932.268
C-27575,101507.57
C-12538,31269.936
C-40281,109056.25
C-27203,481.09363
C-45140,51265.816
C-36803,62217.176
C-49891,2893.9614
C-4463,-1.5786084
C-34254,21207.615
C-37728,89599.19
C-9396,28285.994
C-26978,13232.797
C-13757,54697.38
C-48749,1199.4147
C-43729,-20.330772
C-16743,17038.303
C-36698,94246.5
C-47574,48057.42
C-39225,68836.29
C-12765,104135.44
C-15770,21783.799
C-28245,73030.68
C-31917,104211.875
C-2478,57841.066
C-42280,18249.96
C-9373,53628.457
C-27149,122373.055
C-723,26368.873
C-17662,68636.14
C-15456,67870.72
C-20061,118631.25
C-4342,24745.467
C-36759,91779.125
C-29527,40229.527
C-35316,36987.63
C-48476,269.252
C-17533,55.725685
C-23978,60424.703
C-2902,120.43518
C-12180,118111.74
C-29287,133636.31
C-6800,26822.172
C-4077,149.52324
C-39908,6810.634
C-45714,51588.23
C-46118,82282.766
C-22809,52482.02
C-37283,69.56554
C-41922,377.15472
C-37897,74.23333
C-17248,43832.082
C-17937,72498.875
C-38013,83935.33
C-14403,43881.535
C-9123,27901.879
C-14325,83177.26
C-37662,45165.555
C-24981,53.223293
C-48981,89511.48
C-45522,1165.7883
C-45153,1354.1033
C-10145,24527.518
C-28173,28553.031
C-29427,15.966531
C-6270,45579.832
C-8710,113810.625
C-45969,1000.4376
C-6642,188.7753
C-29125,52492.043
C-3091,47011.96
C-20514,195202.5
C-44496,77.27589
C-2793,83541.9
C-34088,43141.957
C-17258,8078.056
C-22003,115267.45
C-47927,511.30206
C-35199,40.10693
C-7408,132558.92
C-45341,56334.258
C-32539,19438.459
C-40134,31049.793
C-23238,111.05057
C-24265,38678.39
C-22493,38314.477
C-32828,63.212547
C-14370,23.775139
C-3308,57603.78
C-42713,47513.992
C-34481,49933.344
C-21713,44297.156
C-19836,35372.793
C-11205,10494.702
C-21619,21664.293
C-32063,122110.29
C-12562,36030.14
C-2321,20871.387
C-48545,71266.96
C-15400,64.290054
C-19593,50287.957
C-29978,121651.27
C-45405,35673.125
C-15576,61131.348
C-6759,188426.05
C-39459,52900.715
C-39367,43794.973
C-6012,55915.63
C-24323,17017.975
C-43253,173.37088
C-31082,43688.676
C-3221,68949.805
C-16751,9729.456
C-24612,64717.586
C-48556,55485.48
C-34245,42848.945
C-2361,88640.89
C-32567,129570.26
C-44608,814.59485
C-11422,15838.685
C-13397,21024.44
C-41121,68675.12
C-15707,75.45746
C-22728,29594.318
C-48659,15253.007
C-17888,-3.1001635
C-42360,289.6297
C-6497,64803.527
C-23313,42485.48
C-24147,4894.4785
C-44376,1941.0333
C-986,22011.703
C-18843,4939.1606
C-15691,22386.422
C-2241,18209.75
C-19995,54602.094
C-16244,28240.078
C-44685,113699.99
C-30757,28471.732
C-9680,11722.382
C-46028,8440.374
C-1444,95036.2
C-19585,24308.98
C-8319,124871.77
C-22358,266.29202
C-26073,39646.477
C-23990,20525.943
C-43565,229448.06
C-30353,109554.89
C-31259,39900.426
C-9643,57595.652
C-31446,16629.295
C-24838,129273.66
C-39271,117149.3
C-7742,52490.766
C-10814,46061.42
C-4165,45478.465
C-44416,307.83585
C-34256,91716.26
C-4610,78055.44
C-42161,-773.62585
C-31031,31758.209
C-36058,25817.473
C-16656,166972.55
C-20579,92656.875
C-37523,75585.38
C-47989,-212.68918
C-4680,46775.1
C-26285,69879.56
C-44600,56.21113
C-5668,48771.867
C-42113,24666.23
C-22208,22497.332
C-49155,88.704704
C-19058,112944.04
C-14513,29184.594
C-22666,88906.37
C-30409,28004.479
C-46756,216.12776
C-17618,20506.863
C-10441,21373.096
C-11844,15569.036
C-15064,188244.03
C-43598,125003.2
C-40374,74962.49
C-14117,57109.918
C-44448,28514.436
C-9120,59801.39
C-4108,52786.918
C-45039,120175.88
C-39186,66395.02
C-34709,125238.55
C-11236,87.063255
C-10610,30203.5
C-31072,44605.87
C-14448,39828.14
C-4692,54.437565
C-19859,59227.984
C-3042,33681.51
C-29926,55741.566
C-12548,59907.82
C-27288,23244.297
C-25646,19787.139
C-41891,61457.984
C-31739,48240.54
C-41359,-199.81618
C-49699,228.716
C-48758,148.0662
C-24540,26105.56
C-49248,366.83545
C-32648,47740.47
C-4324,60441.492
C-10847,64347.77
C-33422,75211.4
C-11091,77963.79
C-10383,19444.975
C-2726,17104.365
C-19689,-189.64322
C-6188,72786.055
C-24070,85046.56
C-33709,37876.78
C-29883,51808.016
C-24,51013.668
C-800,52274.074
C-22353,91370.44
C-19682,44035.832
C-4466,12984.765
C-45492,-183.75964
C-27632,28648.52
C-38867,66782.18
C-6767,56.76471
C-26446,186.69783
C-21428,38.67702
C-5306,23908.19
C-33022,43180.61
C-38892,52499.977
C-1368,148480.02
C-45830,274.99683
C-42777,30528.61
C-41800,-142.94014
C-28307,25096.219
C-48402,108305.98
C-44082,502.0629
C-45015,122.394554
C-44390,10469.421
C-9209,46081.895
C-9427,23163.924
C-21129,48248.574
C-945,37761.9
C-20107,31952.191
C-45307,63123.145
C-25930,83.35178
C-21389,46544.617
C-1916,29871.574
C-8126,97432.01
C-31855,26093.086
C-1377,11784.189
C-34444,7721.498
C-14779,553.8979
C-26937,60561.7
C-11711,63800.645
C-12231,27794.393
C-17635,43843.45
C-7025,50808.5
C-10133,105893.57
C-47869,-772.87866
C-2142,63823.664
C-42742,45778.31
C-7077,50922.855
C-30782,67.255196
C-15357,10872.485
C-9398,71320.77
C-10207,22036.45
C-18109,114693.664
C-12898,18552.875
C-34125,19767.748
C-28142,28061.525
C-3811,95057.74
C-7836,54424.133
C-41154,30524.193
C-15129,55304.24
C-33351,61674.125
C-31209,125106.46
C-36769,7900.6675
C-34995,140624.92
C-31279,14330.258
C-4713,13.685596
C-45089,176.4985
C-44198,13467.274
C-16089,69797.81
C-17075,18.24549
C-49832,69.73949
C-36197,42548.895
C-26204,124.02017
C-36061,73289.92
C-22538,92592.42
C-36447,11866.274
C-36191,-225.51213
C-17416,43142.062
C-8026,46016.195
C-25056,68974.21
C-43796,91281.95
C-29708,15014.176
C-7361,54998.395
C-35490,28440.918
C-12061,58449.254
C-31107,35025.156
C-49180,24563.477
C-28057,40324.324
C-41073,10865.112
C-12851,90.96662
C-40904,47865.594
C-4399,70082.2
C-30820,14.831724
C-29888,8083.5366
C-27945,143709.22
C-25062,27789.027
C-18026,44138.207
C-20327,45833.92
C-27205,122600.43
C-40837,40139.742
C-9117,22163.861
C-25997,33659.836
C-18463,29816.373
C-34313,79702.1
C-12985,166088.6
C-18002,26651.023
C-47028,6657.378
C-43069,187642.72
C-1436,28484.918
C-5680,17341.658
C-22002,133274.89
C-40187,34537.035
C-1154,12454.665
C-17651,107501.06
C-20242,14367.01
C-35020,160.28178
C-8015,77230.37
C-47885,-4.7752347
C-5563,24996.14
C-20394,20164.045
C-37285,30926.514
C-36546,99832.695
C-39940,18049.787
C-8198,32441.871
C-18104,14.928672
C-42354,1142.4442
C-42796,118162.125
C-5296,38074
C-6331,13665.195
C-29887,93912.47
C-3976,9660.67
C-4939,110.22352
C-18322,46688.484
C-31108,97866.64
C-35661,37992.23
C-42754,241.55643
C-8434,70.306854
C-57,35480.64
C-5580,51764.586
C-4920,96695.51
C-23235,67902.47
C-5682,196.54974
C-14083,148305.8
C-35593,30503.068
C-41950,9369.784
C-34159,109435.414
C-28859,99127.45
C-30809,144449.84
C-13355,18302.488
C-44961,-28.543383
C-35324,42755.81
C-48809,475.00702
C-32021,30267.994
C-16725,15.091722
C-49233,27353.893
C-23753,28.054173
C-36774,158451.98
C-22123,55180.977
C-25429,32628.24
C-26801,72484.98
C-39962,10026.876
C-5415,7.329932
C-47619,903.01483
C-30522,60716.266
C-37111,17186.535
C-22537,104.089485
C-30514,75297.27
C-32046,60520.688
C-5822,74460.46
C-45087,24040.059
C-36661,92440.81
C-25541,73064.336
C-29345,90417.805
C-37142,35122.125
C-38011,7908.2744
C-12649,70607.33
C-47798,39.656338
C-20033,60052.582
C-291,129.81384
C-44912,55608.43
C-23550,102313.93
C-15985,35.48634
C-19947,158.5473
C-11925,5829.4897
C-29123,132266.4
C-17607,87920.97
C-23946,25960.871
C-14627,108593.6
C-39192,47637.086
C-25656,120107.34
C-2845,77.32362
C-37028,83105.67
C-40470,44602.465
C-32732,80187.445
C-25933,38890.33
C-23101,5902.8403
C-245,11293.382
C-46362,78920.484
C-23479,16.066769
C-9151,65600.93
C-42088,88340.25
C-14509,28328.9
C-20617,74068.69
C-25854,59138.06
C-46674,109669.74
C-10755,23811.424
C-46710,-30.106358
C-48090,48192.22
C-45158,58961.426
C-28487,81401.33
C-9289,335.2119
C-39199,18.07204
C-1791,36592.074
C-35689,20845.72
C-43672,13882.44
C-45540,180539.77
C-968,10906.623
C-35655,43808.88
C-10574,108.01776
C-42906,526.7056
C-34071,209.40488
C-8104,43056.547
C-4959,111038.91
C-6637,174590.62
C-28082,69655.266
C-21822,21059.81
C-23434,35045.85
C-3538,23958.225
C-4889,50041.504
C-13404,123420.64
C-27561,27097.498
C-49076,16597.31
C-18220,32752.723
C-11327,68273.13
C-46654,-165.32115
C-21148,15518.361
C-38,26436.541
C-19818,102562.07
C-33661,64089.418
C-24599,116675.055
C-23732,45233.96
C-25831,126.4489
C-18147,28858.121
C-6934,25.011967
C-28686,51163.19
C-19282,26744.934
C-2358,15650.115
C-47592,97191.91
C-22504,123892.54
C-41881,15493.723
C-18606,-2.2122195
C-39477,62977.7
C-10695,59480.68
C-7274,88621.914
C-16951,24576.096
C-39283,41379.055
C-33226,81602.44
C-45867,151.99489
C-26234,43329.133
C-18621,91673.125
C-28391,42615.766
C-33011,46676.098
C-13801,189811.2
C-23356,7060.097
C-13604,40742.934
C-24165,61.7583
C-18900,49969.598
C-45444,117.425545
C-32151,76258.01
C-2295,86616.66
C-4999,101404.71
C-48714,100368.75
C-41263,47403.562
C-17919,14595.972
C-418,53590.93
C-16065,59864.348
C-48790,45657.13
C-15002,28683.145
C-12210,11405.562
C-45953,26126.143
C-30509,43590.227
C-31013,45828.426
C-4158,69.51258
C-36630,32755.025
C-2257,24104.86
C-17583,111499.75
C-33751,122092.625
C-8669,224.66643
C-12391,40234.688
C-48871,281.48682
C-17754,303.03372
C-11414,61112.08
C-2363,23687.324
C-1633,23460.49
C-43044,59005.785
C-30724,95257.08
C-36732,134150.73
C-12897,83460.35
C-8812,75080.83
C-4413,36.21268
C-13226,57292.387
C-42056,284.94806
C-21524,124872.25
C-13180,11.819835
C-27934,29651.143
C-45785,924.09796
C-32278,51765.156
C-28481,63015.965
C-31793,163311.16
C-25329,166.80013
C-607,21501.902
C-23526,60625.21
C-28376,24964.861
C-7114,73859.73
C-45323,10563.684
C-4355,66075.28
C-31694,11546.6
C-33367,62948.414
C-25230,33420.133
C-7243,37771.59
C-28393,17635.246
C-45074,656.4488
C-27868,11082.1
C-23859,17286.549
C-23862,53412.957
C-36187,75798.42
C-32816,-20.114626
C-12953,20186.076
C-44060,74585.11
C-31921,40665.336
C-42790,34161.836
C-33960,34062.977
